Ts,ActP
1645452180,111
1645452181,110
1645452183,3
1645452183,110
1645452185,3
1645452187,3
1645452187,3
1645452188,3
1645452189,3
1645452190,3
1645452192,3
1645452192,3
1645452193,3
1645452194,3
1645452194,3
1645452196,151
1645452197,124
1645452198,112
1645452200,109
1645452200,109
1645452202,107
1645452202,107
1645452204,107
1645452206,3
1645452206,3
1645452206,3
1645452207,3
1645452207,3
1645452208,3
1645452209,3
1645452210,3
1645452211,3
1645452213,3
1645452215,3
1645452215,3
1645452216,125
1645452217,122
1645452218,116
1645452218,106
1645452220,110
1645452221,111
1645452222,109
1645452223,111
1645452224,3
1645452225,3
1645452226,3
1645452227,3
1645452228,3
1645452230,3
1645452231,3
1645452231,3
1645452233,3
1645452234,3
1645452234,3
1645452235,3
1645452236,96
1645452237,108
1645452238,108
1645452239,109
1645452240,112
1645452241,107
1645452242,110
1645452243,77
1645452244,3
1645452245,3
1645452246,3
1645452246,3
1645452247,3
1645452248,3
1645452249,3
1645452250,3
1645452252,3
1645452252,3
1645452253,3
1645452254,3
1645452255,3
1645452256,103
1645452257,114
1645452259,111
1645452260,108
1645452260,108
1645452261,106
1645452262,107
1645452263,25
1645452264,3
1645452265,3
1645452266,3
1645452267,3
1645452268,3
1645452269,3
1645452270,3
1645452271,3
1645452272,3
1645452273,3
1645452274,3
1645452275,3
1645452276,130
1645452277,109
1645452278,108
1645452279,108
1645452280,109
1645452281,109
1645452282,112
1645452283,7
1645452284,3
1645452286,3
1645452286,3
1645452288,3
1645452288,3
1645452289,3
1645452290,3
1645452291,3
1645452292,3
1645452293,3
1645452296,3
1645452296,134
1645452300,134
1645452300,114
1645452301,114
1645452301,114
1645452301,114
1645452302,109
1645452302,109
1645452303,4
1645452304,3
1645452305,3
1645452306,3
1645452307,3
1645452308,3
1645452310,3
1645452310,3
1645452311,3
1645452312,3
1645452313,3
1645452314,3
1645452315,10
1645452316,123
1645452317,113
1645452318,110
1645452319,111
1645452320,102
1645452321,107
1645452322,113
1645452323,3
1645452324,3
1645452325,3
1645452326,3
1645452328,3
1645452328,3
1645452330,3
1645452330,3
1645452331,3
1645452333,3
1645452333,3
1645452334,3
1645452335,57
1645452336,123
1645452337,115
1645452338,112
1645452340,108
1645452340,111
1645452341,112
1645452343,111
1645452343,3
1645452344,3
1645452345,3
1645452346,3
1645452347,3
1645452348,3
1645452349,3
1645452351,3
1645452351,3
1645452353,3
1645452354,3
1645452354,3
1645452355,150
1645452356,109
1645452357,108
1645452359,106
1645452359,110
1645452361,107
1645452361,106
1645452362,109
1645452364,3
1645452365,3
1645452366,3
1645452367,3
1645452368,3
1645452369,3
1645452370,3
1645452371,3
1645452372,3
1645452373,3
1645452374,3
1645452375,3
1645452377,113
1645452377,130
1645452378,110
1645452379,113
1645452380,108
1645452381,111
1645452382,107
1645452383,112
1645452383,112
1645452384,3
1645452385,3
1645452386,3
1645452388,3
1645452388,3
1645452390,3
1645452390,3
1645452392,3
1645452392,3
1645452393,3
1645452394,3
1645452395,3
1645452396,99
1645452397,110
1645452398,104
1645452399,109
1645452400,109
1645452401,111
1645452402,106
1645452403,76
1645452404,3
1645452405,3
1645452410,3
1645452410,3
1645452411,3
1645452411,3
1645452411,3
1645452411,3
1645452414,3
1645452414,3
1645452415,3
1645452417,114
1645452417,114
1645452418,114
1645452419,112
1645452419,112
1645452421,113
1645452422,110
1645452424,25
1645452425,3
1645452426,3
1645452427,3
1645452429,3
1645452430,3
1645452432,3
1645452432,3
1645452432,3
1645452432,3
1645452432,3
1645452433,3
1645452434,3
1645452435,9
1645452437,131
1645452439,106
1645452439,106
1645452440,108
1645452441,108
1645452442,108
1645452443,7
1645452444,3
1645452444,3
1645452445,3
1645452447,3
1645452448,3
1645452449,3
1645452450,3
1645452451,3
1645452451,3
1645452453,3
1645452455,3
1645452455,3
1645452456,99
1645452458,110
1645452460,113
1645452460,113
1645452460,113
1645452460,113
1645452462,106
1645452462,106
1645452465,3
1645452466,3
1645452466,3
1645452467,3
1645452468,3
1645452468,3
1645452473,3
1645452473,3
1645452473,3
1645452473,3
1645452475,10
1645452475,10
1645452475,10
1645452477,129
1645452477,112
1645452478,106
1645452479,106
1645452480,105
1645452481,106
1645452482,108
1645452483,6
1645452484,3
1645452486,3
1645452486,3
1645452487,3
1645452488,3
1645452489,3
1645452490,3
1645452491,3
1645452492,3
1645452493,3
1645452494,3
1645452495,3
1645452496,139
1645452497,116
1645452498,112
1645452499,114
1645452500,113
1645452501,111
1645452502,107
1645452503,4
1645452504,3
1645452505,3
1645452506,3
1645452507,3
1645452508,3
1645452509,3
1645452510,3
1645452511,3
1645452512,3
1645452513,3
1645452514,3
1645452515,12
1645452516,116
1645452517,115
1645452518,111
1645452519,106
1645452520,105
1645452521,107
1645452522,109
1645452523,3
1645452524,3
1645452525,3
1645452526,3
1645452527,3
1645452528,3
1645452529,3
1645452531,3
1645452533,3
1645452535,56
1645452535,56
1645452535,56
1645452535,56
1645452539,108
1645452539,108
1645452539,108
1645452540,105
1645452541,109
1645452542,110
1645452543,112
1645452545,3
1645452546,3
1645452546,3
1645452547,3
1645452551,3
1645452551,3
1645452551,3
1645452554,3
1645452554,3
1645452554,3
1645452554,3
1645452554,3
1645452555,138
1645452556,120
1645452557,110
1645452558,111
1645452559,108
1645452560,105
1645452561,106
1645452562,106
1645452563,3
1645452564,3
1645452565,3
1645452566,3
1645452567,3
1645452568,3
1645452569,3
1645452570,3
1645452571,3
1645452573,3
1645452575,3
1645452576,58
1645452576,58
1645452577,121
1645452578,114
1645452579,109
1645452580,106
1645452581,109
1645452582,110
1645452583,108
1645452584,3
1645452585,3
1645452585,3
1645452586,3
1645452587,3
1645452588,3
1645452589,3
1645452590,3
1645452591,3
1645452592,3
1645452593,3
1645452594,3
1645452595,139
1645452596,109
1645452597,105
1645452599,106
1645452600,108
1645452601,107
1645452602,105
1645452603,102
1645452604,3
1645452605,3
1645452606,3
1645452608,3
1645452609,3
1645452609,3
1645452611,3
1645452611,3
1645452612,3
1645452613,3
1645452614,3
1645452615,3
1645452616,119
1645452617,120
1645452618,113
1645452620,111
1645452621,110
1645452621,110
1645452623,112
1645452623,112
1645452625,3
1645452625,3
1645452625,3
1645452626,3
1645452628,3
1645452629,3
1645452630,3
1645452643,3
1645452643,72
1645452644,3
1645452646,3
1645452647,3
1645452647,3
1645452648,3
1645452650,3
1645452650,3
1645452651,3
1645452652,3
1645452653,3
1645452654,3
1645452655,128
1645452656,125
1645452657,109
1645452658,110
1645452660,107
1645452660,111
1645452661,111
1645452662,111
1645452663,3
1645452664,3
1645452665,3
1645452666,3
1645452667,3
1645452668,3
1645452669,3
1645452670,3
1645452671,3
1645452672,3
1645452673,3
1645452674,3
1645452675,90
1645452677,113
1645452678,106
1645452679,110
1645452679,107
1645452680,112
1645452681,106
1645452682,77
1645452683,3
1645452684,3
1645452685,3
1645452686,3
1645452687,3
1645452689,3
1645452689,3
1645452690,3
1645452691,3
1645452692,3
1645452693,3
1645452694,3
1645452695,128
1645452696,123
1645452697,115
1645452698,113
1645452699,107
1645452700,108
1645452701,108
1645452702,111
1645452703,3
1645452704,3
1645452705,3
1645452706,3
1645452707,3
1645452709,3
1645452709,3
1645452710,3
1645452711,3
1645452712,3
1645452713,3
1645452714,3
1645452715,97
1645452716,112
1645452718,108
1645452744,3
1645452745,3
1645452746,3
1645452747,3
1645452748,3
1645452749,3
1645452750,3
1645452751,3
1645452752,3
1645452753,3
1645452754,3
1645452755,92
1645452756,109
1645452757,106
1645452758,107
1645452759,113
1645452760,105
1645452761,106
1645452762,81
1645452763,3
1645452764,3
1645452765,3
1645452766,3
1645452767,3
1645452768,3
1645452769,3
1645452770,3
1645452771,3
1645452772,3
1645452774,3
1645452775,135
1645452775,3
1645452776,122
1645452778,117
1645452778,113
1645452779,111
1645452780,110
1645452781,106
1645452782,111
1645452783,3
1645452785,3
1645452785,3
1645452786,3
1645452787,3
1645452788,3
1645452789,3
1645452790,3
1645452792,3
1645452792,3
1645452793,3
1645452795,3
1645452796,92
1645452796,111
1645452797,106
1645452798,106
1645452799,109
1645452803,78
1645452803,3
1645452803,78
1645452803,78
1645452805,3
1645452805,3
1645452806,3
1645452807,3
1645452808,3
1645452809,3
1645452810,3
1645452811,3
1645452813,3
1645452813,3
1645452814,3
1645452815,134
1645452816,123
1645452817,114
1645452818,115
1645452819,106
1645452820,111
1645452821,109
1645452823,110
1645452823,3
1645452825,3
1645452826,3
1645452826,3
1645452827,3
1645452828,3
1645452829,3
1645452830,3
1645452832,3
1645452833,3
1645452833,3
1645452835,3
1645452836,94
1645452837,111
1645452838,107
1645452838,106
1645452842,110
1645452842,110
1645452842,110
1645452842,78
1645452844,3
1645452844,3
1645452845,3
1645452846,3
1645452847,3
1645452848,3
1645452849,3
1645452850,3
1645452851,3
1645452852,3
1645452853,3
1645452854,3
1645452855,130
1645452857,122
1645452857,114
1645452858,113
1645452859,108
1645452861,109
1645452861,106
1645452862,110
1645452863,3
1645452865,3
1645452866,3
1645452866,3
1645452867,3
1645452868,3
1645452870,3
1645452871,3
1645452872,3
1645452873,3
1645452874,3
1645452875,3
1645452876,96
1645452876,113
1645452877,108
1645452879,111
1645452879,106
1645452881,113
1645452882,105
1645452883,78
1645452885,3
1645452885,3
1645452886,3
1645452887,3
1645452888,3
1645452889,3
1645452890,3
1645452891,3
1645452893,3
1645452893,3
1645452894,3
1645452895,3
1645452898,123
1645452898,123
1645452898,115
1645452900,109
1645452900,109
1645452901,109
1645452902,108
1645452903,109
1645452904,3
1645452905,3
1645452906,3
1645452907,3
1645452908,3
1645452909,3
1645452910,3
1645452911,3
1645452913,3
1645452913,3
1645452915,3
1645452915,3
1645452916,86
1645452917,112
1645452918,105
1645452919,112
1645452920,108
1645452921,111
1645452922,108
1645452923,77
1645452924,3
1645452925,3
1645452926,3
1645452927,3
1645452927,3
1645452929,3
1645452930,3
1645452934,3
1645452935,3
1645452935,3
1645452935,3
1645452935,3
1645452936,95
1645452937,114
1645452937,114
1645452938,111
1645452940,113
1645452940,108
1645452941,112
1645452942,111
1645452943,31
1645452945,3
1645452946,3
1645452946,3
1645452947,3
1645452948,3
1645452949,3
1645452950,3
1645452952,3
1645452952,3
1645452953,3
1645452954,3
1645452955,8
1645452956,132
1645452957,109
1645452958,104
1645452959,106
1645452961,108
1645452961,108
1645452962,107
1645452963,6
1645452964,3
1645452965,3
1645452966,3
1645452967,3
1645452968,3
1645452969,3
1645452970,3
1645452971,3
1645452972,3
1645452973,3
1645452974,3
1645452975,58
1645452976,135
1645452977,112
1645452978,107
1645452979,113
1645452980,110
1645452981,107
1645452983,113
1645452984,4
1645452984,3
1645452985,3
1645452986,3
1645452988,3
1645452989,3
1645452989,3
1645452991,3
1645452992,3
1645452993,3
1645452993,3
1645452995,3
1645452995,137
1645452996,121
1645452997,109
1645452998,111
1645453000,107
1645453000,107
1645453002,106
1645453002,107
1645453003,3
1645453004,3
1645453005,3
1645453006,3
1645453008,3
1645453008,3
1645453009,3
1645453010,3
1645453011,3
1645453013,3
1645453013,3
1645453014,3
1645453015,131
1645453017,124
1645453017,113
1645453018,108
1645453020,107
1645453021,108
1645453022,110
1645453022,110
1645453024,3
1645453024,3
1645453026,3
1645453027,3
1645453027,3
1645453029,3
1645453029,3
1645453031,3
1645453032,3
1645453033,3
1645453034,3
1645453035,3
1645453036,92
1645453036,109
1645453037,107
1645453039,109
1645453040,106
1645453041,113
1645453042,106
1645453043,78
1645453044,3
1645453045,3
1645453046,3
1645453047,3
1645453048,3
1645453049,3
1645453050,3
1645453051,3
1645453052,3
1645453053,3
1645453054,3
1645453055,3
1645453056,129
1645453057,112
1645453058,112
1645453059,115
1645453060,109
1645453061,110
1645453062,107
1645453063,30
1645453064,3
1645453065,3
1645453066,3
1645453067,3
1645453068,3
1645453069,3
1645453069,3
1645453071,3
1645453072,3
1645453072,3
1645453073,3
1645453074,3
1645453075,3
1645453076,93
1645453078,105
1645453078,105
1645453081,113
1645453081,105
1645453081,113
1645453082,107
1645453083,69
1645453084,3
1645453085,3
1645453087,3
1645453087,3
1645453088,3
1645453089,3
1645453091,3
1645453092,3
1645453093,3
1645453094,3
1645453095,3
1645453095,3
1645453096,92
1645453097,114
1645453098,109
1645453099,114
1645453100,110
1645453101,110
1645453102,111
1645453103,26
1645453104,3
1645453105,3
1645453106,3
1645453107,3
1645453108,3
1645453109,3
1645453110,3
1645453111,3
1645453112,3
1645453113,3
1645453114,3
1645453115,9
1645453116,131
1645453117,109
1645453118,110
1645453120,107
1645453120,106
1645453121,105
1645453123,105
1645453123,6
1645453124,3
1645453125,3
1645453126,3
1645453127,3
1645453128,3
1645453129,3
1645453130,3
1645453131,3
1645453132,3
1645453133,3
1645453134,3
1645453136,57
1645453136,129
1645453137,114
1645453138,108
1645453139,108
1645453140,110
1645453141,111
1645453142,111
1645453143,4
1645453144,3
1645453145,3
1645453146,3
1645453148,3
1645453149,3
1645453150,3
1645453151,3
1645453151,3
1645453153,3
1645453153,3
1645453154,3
1645453156,153
1645453156,117
1645453157,113
1645453159,108
1645453159,108
1645453161,108
1645453161,106
1645453162,108
1645453163,3
1645453164,3
1645453165,3
1645453166,3
1645453167,3
1645453168,3
1645453170,3
1645453171,3
1645453172,3
1645453173,3
1645453174,3
1645453174,3
1645453176,135
1645453177,123
1645453178,113
1645453178,115
1645453179,109
1645453181,107
1645453182,111
1645453183,110
1645453184,3
1645453185,3
1645453186,3
1645453187,3
1645453188,3
1645453189,3
1645453190,3
1645453191,3
1645453192,3
1645453193,3
1645453194,3
1645453195,3
1645453196,91
1645453197,105
1645453198,107
1645453199,107
1645453200,107
1645453201,111
1645453202,105
1645453203,71
1645453205,3
1645453205,3
1645453206,3
1645453206,3
1645453208,3
1645453208,3
1645453210,3
1645453210,3
1645453211,3
1645453212,3
1645453213,3
1645453214,3
1645453215,3
1645453216,99
1645453217,111
1645453219,112
1645453219,112
1645453220,112
1645453221,114
1645453222,108
1645453223,24
1645453224,3
1645453225,3
1645453226,3
1645453227,3
1645453228,3
1645453230,3
1645453230,3
1645453231,3
1645453232,3
1645453233,3
1645453235,3
1645453235,11
1645453236,135
1645453237,107
1645453238,107
1645453239,106
1645453240,104
1645453242,107
1645453242,108
1645453243,7
1645453244,3
1645453246,3
1645453246,3
1645453247,3
1645453248,3
1645453249,3
1645453250,3
1645453251,3
1645453252,3
1645453253,3
1645453255,65
1645453255,3
1645453256,133
1645453257,114
1645453259,110
1645453259,111
1645453260,110
1645453261,112
1645453262,108
1645453263,4
1645453264,3
1645453265,3
1645453266,3
1645453267,3
1645453268,3
1645453269,3
1645453270,3
1645453271,3
1645453272,3
1645453273,3
1645453274,3
1645453275,140
1645453276,116
1645453277,111
1645453278,106
1645453279,105
1645453280,108
1645453281,107
1645453282,105
1645453283,3
1645453284,3
1645453285,3
1645453286,3
1645453287,3
1645453289,3
1645453289,3
1645453290,3
1645453291,3
1645453292,3
1645453293,3
1645453295,3
1645453296,121
1645453296,151
1645453297,114
1645453299,108
1645453300,109
1645453300,107
1645453301,110
1645453303,110
1645453303,3
1645453305,3
1645453305,3
1645453306,3
1645453308,3
1645453308,3
1645453309,3
1645453311,3
1645453312,3
1645453313,3
1645453314,3
1645453315,93
1645453315,3
1645453316,107
1645453318,105
1645453319,108
1645453320,110
1645453321,106
1645453321,110
1645453323,70
1645453324,3
1645453325,3
1645453326,3
1645453327,3
1645453328,3
1645453329,3
1645453330,3
1645453331,3
1645453332,3
1645453333,3
1645453334,3
1645453335,3
1645453336,110
1645453337,113
1645453338,113
1645453339,113
1645453340,110
1645453341,107
1645453341,107
1645453342,107
1645453344,3
1645453344,3
1645453345,3
1645453346,3
1645453347,3
1645453348,3
1645453349,3
1645453351,3
1645453351,3
1645453352,3
1645453353,3
1645453355,10
1645453355,10
1645453357,108
1645453357,108
1645453358,106
1645453359,108
1645453360,104
1645453361,111
1645453362,107
1645453363,6
1645453364,3
1645453365,3
1645453366,3
1645453367,3
1645453368,3
1645453369,3
1645453372,3
1645453372,3
1645453373,3
1645453373,3
1645453374,3
1645453376,3
1645453376,129
1645453377,113
1645453378,109
1645453380,111
1645453380,113
1645453381,108
1645453382,112
1645453383,4
1645453384,3
1645453385,3
1645453386,3
1645453387,3
1645453388,3
1645453389,3
1645453391,3
1645453391,3
1645453392,3
1645453393,3
1645453394,3
1645453395,11
1645453396,117
1645453397,112
1645453398,110
1645453399,111
1645453400,106
1645453401,106
1645453402,109
1645453403,3
1645453404,3
1645453405,3
1645453407,3
1645453408,3
1645453408,3
1645453409,3
1645453410,3
1645453411,3
1645453412,3
1645453413,3
1645453414,3
1645453415,52
1645453416,127
1645453417,110
1645453418,108
1645453419,109
1645453420,110
1645453421,110
1645453422,112
1645453423,3
1645453424,3
1645453425,3
1645453426,3
1645453427,3
1645453428,3
1645453429,3
1645453430,3
1645453431,3
1645453432,3
1645453433,3
1645453434,3
1645453435,144
1645453436,107
1645453437,105
1645453438,105
1645453439,108
1645453440,109
1645453442,111
1645453442,107
1645453443,3
1645453444,3
1645453445,3
1645453446,3
1645453447,3
1645453449,3
1645453449,3
1645453450,3
1645453451,3
1645453452,3
1645453454,3
1645453454,3
1645453455,126
1645453456,119
1645453458,111
1645453459,112
1645453459,105
1645453460,109
1645453462,110
1645453462,112
1645453464,3
1645453465,3
1645453466,3
1645453467,3
1645453468,3
1645453469,3
1645453470,3
1645453471,3
1645453472,3
1645453473,3
1645453474,3
1645453475,3
1645453476,101
1645453477,106
1645453478,105
1645453479,107
1645453480,104
1645453480,104
1645453482,105
1645453482,105
1645453483,72
1645453484,3
1645453485,3
1645453486,3
1645453487,3
1645453488,3
1645453489,3
1645453490,3
1645453491,3
1645453492,3
1645453493,3
1645453494,3
1645453495,3
1645453496,103
1645453498,108
1645453502,111
1645453502,111
1645453502,111
1645453502,111
1645453502,111
1645453506,3
1645453506,3
1645453506,3
1645453506,3
1645453507,3
1645453508,3
1645453509,3
1645453510,3
1645453511,3
1645453512,3
1645453513,3
1645453514,3
1645453515,11
1645453516,118
1645453517,108
1645453518,108
1645453519,104
1645453520,105
1645453522,105
1645453522,107
1645453523,7
1645453524,3
1645453525,3
1645453526,3
1645453527,3
1645453528,3
1645453529,3
1645453530,3
1645453531,3
1645453532,3
1645453533,3
1645453535,3
1645453535,61
1645453538,130
1645453538,111
1645453539,109
1645453539,105
1645453541,107
1645453542,110
1645453542,114
1645453543,4
1645453544,3
1645453545,3
1645453546,3
1645453547,3
1645453548,3
1645453549,3
1645453551,3
1645453552,3
1645453553,3
1645453554,3
1645453555,3
1645453555,140
1645453557,122
1645453558,107
1645453559,109
1645453559,111
1645453560,108
1645453562,108
1645453563,105
1645453563,3
1645453565,3
1645453566,3
1645453567,3
1645453568,3
1645453568,3
1645453570,3
1645453571,3
1645453572,3
1645453572,3
1645453574,3
1645453575,3
1645453576,136
1645453576,118
1645453578,116
1645453578,107
1645453579,108
1645453581,110
1645453581,107
1645453583,109
1645453583,3
1645453584,3
1645453586,3
1645453586,3
1645453587,3
1645453589,3
1645453589,3
1645453590,3
1645453592,3
1645453592,3
1645453594,3
1645453595,3
1645453596,91
1645453597,108
1645453598,105
1645453599,109
1645453600,106
1645453601,109
1645453602,108
1645453603,77
1645453604,3
1645453605,3
1645453606,3
1645453607,3
1645453608,3
1645453609,3
1645453610,3
1645453611,3
1645453612,3
1645453613,3
1645453615,3
1645453615,3
1645453617,109
1645453617,109
1645453618,112
1645453618,112
1645453620,106
1645453621,111
1645453622,110
1645453622,110
1645453624,3
1645453624,3
1645453625,3
1645453626,3
1645453627,3
1645453628,3
1645453629,3
1645453630,3
1645453631,3
1645453632,3
1645453633,3
1645453634,3
1645453635,12
1645453636,127
1645453637,112
1645453638,107
1645453639,108
1645453640,110
1645453641,107
1645453642,108
1645453643,6
1645453644,3
1645453645,3
1645453646,3
1645453647,3
1645453648,3
1645453649,3
1645453650,3
1645453651,3
1645453652,3
1645453653,3
1645453655,3
1645453655,58
1645453656,135
1645453657,113
1645453658,108
1645453659,112
1645453660,110
1645453661,107
1645453662,112
1645453663,4
1645453664,3
1645453665,3
1645453666,3
1645453667,3
1645453668,3
1645453669,3
1645453670,3
1645453671,3
1645453672,3
1645453673,3
1645453675,3
1645453676,123
1645453676,141
1645453677,108
1645453678,105
1645453679,106
1645453680,105
1645453681,105
1645453682,107
1645453683,3
1645453684,3
1645453685,3
1645453686,3
1645453687,3
1645453688,3
1645453689,3
1645453690,3
1645453692,3
1645453692,3
1645453693,3
1645453694,3
1645453696,117
1645453696,134
1645453697,113
1645453698,106
1645453699,108
1645453700,107
1645453701,106
1645453703,110
1645453704,3
1645453704,3
1645453705,3
1645453707,3
1645453708,3
1645453709,3
1645453710,3
1645453710,3
1645453711,3
1645453712,3
1645453713,3
1645453715,3
1645453716,89
1645453716,108
1645453718,104
1645453718,106
1645453719,108
1645453721,108
1645453721,106
1645453723,72
1645453723,3
1645453724,3
1645453727,3
1645453728,3
1645453728,3
1645453729,3
1645453730,3
1645453731,3
1645453732,3
1645453733,3
1645453734,3
1645453735,3
1645453736,98
1645453737,111
1645453738,115
1645453739,113
1645453740,110
1645453741,111
1645453742,106
1645453744,3
1645453744,3
1645453745,3
1645453746,3
1645453747,3
1645453748,3
1645453749,3
1645453750,3
1645453751,3
1645453752,3
1645453753,3
1645453754,3
1645453755,3
1645453755,3
1645453756,121
1645453757,111
1645453758,105
1645453759,106
1645453760,107
1645453761,106
1645453762,109
1645453763,6
1645453764,3
1645453765,3
1645453766,3
1645453767,3
1645453768,3
1645453769,3
1645453770,3
1645453771,3
1645453772,3
1645453773,3
1645453774,3
1645453776,3
1645453776,98
1645453777,113
1645453778,111
1645453779,112
1645453780,106
1645453781,113
1645453782,109
1645453783,4
1645453784,3
1645453786,3
1645453786,3
1645453787,3
1645453788,3
1645453789,3
1645453790,3
1645453791,3
1645453792,3
1645453793,3
1645453794,3
1645453795,9
1645453796,117
1645453797,107
1645453798,107
1645453799,104
1645453800,106
1645453801,108
1645453802,105
1645453803,6
1645453804,3
1645453805,3
1645453806,3
1645453807,3
1645453808,3
1645453809,3
1645453810,3
1645453811,3
1645453812,3
1645453813,3
1645453814,3
1645453815,55
1645453816,137
1645453817,111
1645453818,108
1645453819,112
1645453820,109
1645453821,107
1645453822,112
1645453823,4
1645453824,3
1645453825,3
1645453826,3
1645453827,3
1645453828,3
1645453829,3
1645453831,3
1645453831,3
1645453832,3
1645453834,3
1645453834,3
1645453835,135
1645453837,123
1645453838,107
1645453838,106
1645453839,112
1645453840,104
1645453841,108
1645453843,3
1645453843,108
1645453845,3
1645453845,3
1645453846,3
1645453847,3
1645453849,3
1645453849,3
1645453850,3
1645453852,3
1645453853,3
1645453853,3
1645453854,3
1645453855,143
1645453856,118
1645453857,111
1645453858,113
1645453859,107
1645453860,111
1645453861,105
1645453862,109
1645453863,3
1645453864,3
1645453865,3
1645453866,3
1645453867,3
1645453868,3
1645453869,3
1645453871,3
1645453871,3
1645453872,3
1645453874,3
1645453875,3
1645453876,85
1645453877,107
1645453878,105
1645453879,103
1645453880,104
1645453881,106
1645453882,105
1645453883,80
1645453884,3
1645453885,3
1645453886,3
1645453887,3
1645453888,3
1645453889,3
1645453890,3
1645453891,3
1645453892,3
1645453893,3
1645453894,3
1645453894,3
1645453896,108
1645453896,108
1645453897,110
1645453898,112
1645453899,112
1645453900,108
1645453901,111
1645453902,108
1645453903,29
1645453904,3
1645453905,3
1645453906,3
1645453908,3
1645453908,3
1645453909,3
1645453910,3
1645453911,3
1645453912,3
1645453913,3
1645453914,3
1645453915,13
1645453916,116
1645453917,107
1645453918,109
1645453919,104
1645453920,106
1645453921,109
1645453922,107
1645453923,7
1645453924,3
1645453925,3
1645453926,3
1645453927,3
1645453928,3
1645453929,3
1645453930,3
1645453931,3
1645453932,3
1645453933,3
1645453934,3
1645453935,57
1645453936,137
1645453937,114
1645453938,109
1645453939,112
1645453940,106
1645453941,108
1645453942,113
1645453943,4
1645453944,3
1645453945,3
1645453946,3
1645453947,3
1645453948,3
1645453949,3
1645453950,3
1645453951,3
1645453952,3
1645453953,3
1645453954,3
1645453955,133
1645453956,123
1645453957,109
1645453958,107
1645453959,105
1645453961,104
1645453962,107
1645453963,104
1645453963,3
1645453964,3
1645453966,3
1645453967,3
1645453967,3
1645453968,3
1645453969,3
1645453970,3
1645453972,3
1645453972,3
1645453974,3
1645453975,140
1645453976,140
1645453977,118
1645453978,112
1645453979,108
1645453979,103
1645453980,108
1645453981,105
1645453982,109
1645453983,3
1645453984,3
1645453985,3
1645453986,3
1645453987,3
1645453988,3
1645453989,3
1645453990,3
1645453991,3
1645453992,3
1645453993,3
1645453994,3
1645453995,81
1645453996,110
1645453997,107
1645453998,105
1645453999,112
1645454000,105
1645454001,107
1645454002,78
1645454003,3
1645454004,3
1645454005,3
1645454006,3
1645454007,3
1645454009,3
1645454010,3
1645454011,3
1645454011,3
1645454013,3
1645454014,3
1645454015,3
1645454016,117
1645454017,108
1645454018,108
1645454019,112
1645454020,108
1645454021,109
1645454022,106
1645454023,23
1645454024,3
1645454025,3
1645454026,3
1645454027,3
1645454028,3
1645454029,3
1645454030,3
1645454030,3
1645454032,3
1645454032,3
1645454033,3
1645454034,3
1645454036,120
1645454036,120
1645454038,111
1645454038,111
1645454040,108
1645454040,108
1645454041,106
1645454042,107
1645454043,6
1645454044,3
1645454045,3
1645454046,3
1645454047,3
1645454048,3
1645454049,3
1645454050,3
1645454051,3
1645454053,3
1645454053,3
1645454054,3
1645454055,3
1645454056,104
1645454057,107
1645454058,106
1645454059,108
1645454060,110
1645454061,111
1645454062,109
1645454063,4
1645454064,3
1645454066,3
1645454066,3
1645454067,3
1645454068,3
1645454069,3
1645454070,3
1645454071,3
1645454072,3
1645454073,3
1645454074,3
1645454075,11
1645454076,118
1645454077,109
1645454078,106
1645454079,105
1645454080,105
1645454081,110
1645454082,105
1645454083,7
1645454084,3
1645454086,3
1645454086,3
1645454087,3
1645454088,3
1645454089,3
1645454090,3
1645454091,3
1645454092,3
1645454093,3
1645454097,114
1645454097,114
1645454097,57
1645454097,57
1645454104,4
1645454104,4
1645454104,4
1645454104,4
1645454104,4
1645454104,4
1645454107,3
1645454107,3
1645454107,3
1645454107,3
1645454108,3
1645454109,3
1645454110,3
1645454111,3
1645454112,3
1645454113,3
1645454115,3
1645454116,133
1645454117,122
1645454118,103
1645454118,106
1645454119,107
1645454121,103
1645454121,105
1645454123,102
1645454124,3
1645454125,3
1645454126,3
1645454126,3
1645454127,3
1645454129,3
1645454129,3
1645454130,3
1645454132,3
1645454133,3
1645454134,3
1645454135,3
1645454136,119
1645454136,146
1645454137,112
1645454139,109
1645454139,108
1645454140,107
1645454142,104
1645454143,107
1645454144,3
1645454145,3
1645454146,3
1645454147,3
1645454148,3
1645454149,3
1645454150,3
1645454151,3
1645454152,3
1645454152,3
1645454154,3
1645454155,3
1645454156,89
1645454157,109
1645454158,105
1645454159,104
1645454160,106
1645454161,106
1645454162,106
1645454163,74
1645454164,3
1645454165,3
1645454166,3
1645454167,3
1645454168,3
1645454169,3
1645454169,3
1645454170,3
1645454171,3
1645454172,3
1645454173,3
1645454174,3
1645454175,3
1645454176,99
1645454177,108
1645454178,108
1645454180,109
1645454180,109
1645454181,107
1645454182,107
1645454183,24
1645454184,3
1645454185,3
1645454186,3
1645454187,3
1645454188,3
1645454189,3
1645454190,3
1645454192,3
1645454192,3
1645454193,3
1645454194,3
1645454195,14
1645454196,125
1645454197,110
1645454198,108
1645454200,106
1645454200,105
1645454201,104
1645454202,104
1645454203,7
1645454204,3
1645454205,3
1645454206,3
1645454207,3
1645454208,3
1645454209,3
1645454210,3
1645454211,3
1645454212,3
1645454213,3
1645454215,3
1645454215,52
