Ts,ActP
1645450182,113
1645450183,25
1645450184,3
1645450185,3
1645450186,3
1645450187,3
1645450188,3
1645450189,3
1645450190,3
1645450191,3
1645450192,3
1645450193,3
1645450194,3
1645450195,10
1645450196,120
1645450197,109
1645450198,107
1645450199,106
1645450200,112
1645450201,111
1645450202,109
1645450203,7
1645450204,3
1645450205,3
1645450206,3
1645450207,3
1645450208,3
1645450209,3
1645450210,3
1645450211,3
1645450212,3
1645450213,3
1645450214,3
1645450215,52
1645450216,139
1645450217,118
1645450218,112
1645450219,117
1645450220,115
1645450221,113
1645450222,117
1645450223,4
1645450224,3
1645450226,3
1645450226,3
1645450228,3
1645450228,3
1645450230,3
1645450231,3
1645450232,3
1645450233,3
1645450234,3
1645450235,3
1645450236,7
1645450237,125
1645450238,109
1645450239,112
1645450240,106
1645450241,108
1645450242,109
1645450243,105
1645450244,3
1645450244,3
1645450245,3
1645450246,3
1645450247,3
1645450248,3
1645450249,3
1645450251,3
1645450252,3
1645450252,3
1645450253,3
1645450254,3
1645450255,3
1645450256,52
1645450257,121
1645450258,117
1645450259,111
1645450260,112
1645450261,112
1645450262,112
1645450263,116
1645450264,3
1645450265,3
1645450266,3
1645450267,3
1645450268,3
1645450269,3
1645450271,3
1645450271,3
1645450272,3
1645450273,3
1645450275,3
1645450275,3
1645450276,125
1645450277,115
1645450278,109
1645450279,110
1645450280,112
1645450281,106
1645450282,110
1645450283,107
1645450284,3
1645450285,3
1645450286,3
1645450287,3
1645450288,3
1645450289,3
1645450290,3
1645450291,3
1645450292,3
1645450293,3
1645450294,3
1645450295,3
1645450296,157
1645450297,113
1645450298,111
1645450299,116
1645450300,115
1645450301,113
1645450302,109
1645450303,30
1645450304,3
1645450305,3
1645450306,3
1645450307,3
1645450308,3
1645450309,3
1645450310,3
1645450311,3
1645450312,3
1645450313,3
1645450314,3
1645450315,3
1645450316,88
1645450317,109
1645450318,106
1645450319,103
1645450320,108
1645450321,109
1645450322,106
1645450323,76
1645450324,3
1645450325,3
1645450326,3
1645450327,3
1645450328,3
1645450329,3
1645450330,3
1645450331,3
1645450332,3
1645450333,3
1645450334,3
1645450335,3
1645450336,110
1645450337,117
1645450338,111
1645450339,115
1645450340,114
1645450341,116
1645450342,113
1645450343,23
1645450344,3
1645450345,3
1645450346,3
1645450347,3
1645450348,3
1645450349,3
1645450350,3
1645450351,3
1645450352,3
1645450353,3
1645450354,3
1645450355,10
1645450356,123
1645450357,109
1645450358,107
1645450359,110
1645450360,106
1645450361,111
1645450362,107
1645450363,7
1645450364,3
1645450366,3
1645450367,3
1645450368,3
1645450369,3
1645450370,3
1645450371,3
1645450372,3
1645450373,3
1645450374,3
1645450375,3
1645450376,55
1645450377,148
1645450378,115
1645450379,112
1645450380,112
1645450381,112
1645450382,114
1645450383,112
1645450383,112
1645450384,4
1645450385,3
1645450386,3
1645450387,3
1645450388,3
1645450389,3
1645450390,3
1645450391,3
1645450392,3
1645450393,3
1645450394,3
1645450395,3
1645450396,125
1645450397,130
1645450398,107
1645450399,107
1645450400,110
1645450401,105
1645450402,109
1645450403,108
1645450404,3
1645450405,3
1645450406,3
1645450407,3
1645450408,3
1645450409,3
1645450410,3
1645450411,3
1645450412,3
1645450413,3
1645450414,3
1645450415,3
1645450416,156
1645450417,122
1645450418,116
1645450419,110
1645450420,115
1645450421,112
1645450422,110
1645450423,115
1645450424,3
1645450425,3
1645450426,3
1645450427,3
1645450428,3
1645450429,3
1645450430,3
1645450431,3
1645450432,3
1645450433,3
1645450434,3
1645450435,3
1645450436,84
1645450437,113
1645450438,108
1645450439,110
1645450440,110
1645450441,110
1645450442,112
1645450443,76
1645450444,3
1645450445,3
1645450446,3
1645450447,3
1645450449,3
1645450449,3
1645450450,3
1645450451,3
1645450452,3
1645450453,3
1645450454,3
1645450455,3
1645450456,110
1645450457,114
1645450458,115
1645450459,112
1645450460,114
1645450461,115
1645450462,111
1645450463,29
1645450464,3
1645450465,3
1645450467,3
1645450468,3
1645450468,3
1645450469,3
1645450470,3
1645450471,3
1645450472,3
1645450473,3
1645450474,3
1645450475,9
1645450476,119
1645450477,108
1645450478,110
1645450479,106
1645450480,108
1645450481,115
1645450482,109
1645450483,6
1645450485,3
1645450485,3
1645450486,3
1645450487,3
1645450488,3
1645450489,3
1645450490,3
1645450491,3
1645450492,3
1645450493,3
1645450494,3
1645450502,142
1645450504,142
1645450504,3
1645450505,3
1645450505,3
1645450505,3
1645450505,3
1645450505,3
1645450505,3
1645450505,3
1645450507,3
1645450507,3
1645450508,3
1645450509,3
1645450510,3
1645450511,3
1645450512,3
1645450513,3
1645450514,3
1645450515,3
1645450516,131
1645450517,128
1645450518,111
1645450519,110
1645450520,109
1645450521,106
1645450522,109
1645450522,109
1645450523,109
1645450524,3
1645450525,3
1645450526,3
1645450527,3
1645450528,3
1645450530,3
1645450530,3
1645450532,3
1645450532,3
1645450533,3
1645450534,3
1645450535,3
1645450536,143
1645450537,120
1645450538,119
1645450539,111
1645450540,113
1645450541,112
1645450542,111
1645450543,113
1645450544,3
1645450545,3
1645450546,3
1645450547,3
1645450548,3
1645450549,3
1645450550,3
1645450551,3
1645450552,3
1645450553,3
1645450554,3
1645450555,3
1645450556,127
1645450557,116
1645450558,107
1645450559,109
1645450560,108
1645450561,106
1645450562,108
1645450563,106
1645450564,3
1645450565,3
1645450566,3
1645450567,3
1645450568,3
1645450569,3
1645450570,3
1645450571,3
1645450572,3
1645450573,3
1645450574,3
1645450575,3
1645450576,151
1645450577,115
1645450578,114
1645450579,117
1645450580,113
1645450581,113
1645450582,108
1645450583,113
1645450584,3
1645450585,3
1645450586,3
1645450587,3
1645450588,3
1645450589,3
1645450590,3
1645450591,3
1645450592,3
1645450593,3
1645450595,3
1645450596,3
1645450598,111
1645450598,111
1645450599,103
1645450599,103
1645450601,109
1645450601,112
1645450603,105
1645450603,72
1645450604,3
1645450605,3
1645450606,3
1645450607,3
1645450608,3
1645450609,3
1645450610,3
1645450611,3
1645450612,3
1645450613,3
1645450614,3
1645450616,101
1645450616,3
1645450617,108
1645450618,112
1645450619,113
1645450620,111
1645450621,110
1645450622,109
1645450623,24
1645450624,3
1645450625,3
1645450626,3
1645450627,3
1645450628,3
1645450629,3
1645450630,3
1645450631,3
1645450633,3
1645450633,3
1645450634,3
1645450635,3
1645450636,84
1645450637,106
1645450638,109
1645450640,107
1645450640,112
1645450641,111
1645450642,104
1645450643,6
1645450644,3
1645450645,3
1645450646,3
1645450647,3
1645450648,3
1645450649,3
1645450650,3
1645450651,3
1645450652,3
1645450653,3
1645450654,3
1645450655,3
1645450656,97
1645450657,115
1645450658,110
1645450659,113
1645450660,109
1645450661,114
1645450662,111
1645450663,30
1645450664,3
1645450666,3
1645450666,3
1645450667,3
1645450668,3
1645450669,3
1645450670,3
1645450671,3
1645450672,3
1645450673,3
1645450675,10
1645450675,3
1645450677,114
1645450678,110
1645450678,109
1645450680,109
1645450680,103
1645450682,109
1645450683,106
1645450684,7
1645450685,3
1645450686,3
1645450687,3
1645450688,3
1645450689,3
1645450690,3
1645450691,3
1645450692,3
1645450693,3
1645450694,3
1645450695,3
1645450695,3
1645450696,53
1645450697,143
1645450698,115
1645450699,110
1645450700,111
1645450701,110
1645450702,112
1645450703,118
1645450704,4
1645450705,3
1645450706,3
1645450707,3
1645450708,3
1645450709,3
1645450710,3
1645450711,3
1645450712,3
1645450713,3
1645450714,3
1645450715,3
1645450716,147
1645450717,122
1645450718,114
1645450719,108
1645450720,111
1645450721,108
1645450722,107
1645450723,108
1645450724,4
1645450725,3
1645450726,3
1645450727,3
1645450728,3
1645450729,3
1645450730,3
1645450731,3
1645450732,3
1645450733,3
1645450734,3
1645450735,3
1645450736,135
1645450737,125
1645450738,118
1645450739,117
1645450740,113
1645450741,114
1645450742,110
1645450743,113
1645450744,3
1645450745,3
1645450746,3
1645450747,3
1645450748,3
1645450749,3
1645450750,3
1645450751,3
1645450752,3
1645450753,3
1645450754,3
1645450755,3
1645450756,91
1645450757,113
1645450758,110
1645450759,108
1645450760,111
1645450761,108
1645450762,114
1645450763,73
1645450764,3
1645450765,3
1645450766,3
1645450767,3
1645450768,3
1645450769,3
1645450770,3
1645450771,3
1645450772,3
1645450773,3
1645450774,3
1645450775,3
1645450776,111
1645450777,117
1645450778,117
1645450779,118
1645450780,113
1645450781,116
1645450782,114
1645450783,25
1645450784,3
1645450785,3
1645450786,3
1645450787,3
1645450788,3
1645450789,3
1645450790,3
1645450791,3
1645450792,3
1645450793,3
1645450794,3
1645450795,12
1645450796,129
1645450797,113
1645450798,106
1645450799,107
1645450800,109
1645450801,107
1645450802,109
1645450803,7
1645450804,3
1645450805,3
1645450806,3
1645450807,3
1645450809,3
1645450810,3
1645450811,3
1645450811,3
1645450813,3
1645450814,3
1645450815,3
1645450816,58
1645450817,136
1645450818,117
1645450819,109
1645450820,114
1645450821,115
1645450822,113
1645450823,115
1645450824,4
1645450825,3
1645450826,3
1645450827,3
1645450828,3
1645450829,3
1645450830,3
1645450831,3
1645450831,3
1645450833,3
1645450833,3
1645450835,3
1645450835,3
1645450836,144
1645450837,129
1645450838,108
1645450839,108
1645450840,110
1645450841,105
1645450842,109
1645450843,109
1645450844,3
1645450845,3
1645450846,3
1645450847,3
1645450848,3
1645450849,3
1645450850,3
1645450851,3
1645450852,3
1645450853,3
1645450854,3
1645450855,3
1645450856,131
1645450857,124
1645450858,118
1645450859,110
1645450860,109
1645450861,114
1645450862,116
1645450863,112
1645450864,3
1645450865,3
1645450866,3
1645450867,3
1645450868,3
1645450869,3
1645450870,3
1645450871,3
1645450872,3
1645450874,3
1645450874,3
1645450876,3
1645450877,97
1645450877,112
1645450878,107
1645450879,109
1645450880,110
1645450881,111
1645450882,108
1645450883,77
1645450884,3
1645450885,3
1645450886,3
1645450887,3
1645450888,3
1645450889,3
1645450890,3
1645450891,3
1645450893,3
1645450893,3
1645450895,3
1645450897,98
1645450897,115
1645450898,115
1645450900,111
1645450900,116
1645450901,113
1645450902,113
1645450903,26
1645450904,26
1645450905,3
1645450906,3
1645450907,3
1645450908,3
1645450908,3
1645450910,3
1645450911,3
1645450911,3
1645450912,3
1645450913,3
1645450914,3
1645450915,3
1645450917,106
1645450918,108
1645450920,107
1645450920,107
1645450921,110
1645450922,109
1645450923,111
1645450925,3
1645450925,3
1645450926,3
1645450927,3
1645450929,3
1645450929,3
1645450930,3
1645450931,3
1645450932,3
1645450933,3
1645450935,3
1645450936,104
1645450936,104
1645450937,104
1645450937,118
1645450938,114
1645450939,116
1645450941,112
1645450941,112
1645450943,112
1645450944,31
1645450947,3
1645450947,3
1645450947,3
1645450947,3
1645450949,3
1645450949,3
1645450951,3
1645450951,3
1645450952,3
1645450953,3
1645450954,3
1645450957,98
1645450957,98
1645450957,113
1645450958,109
1645450959,109
1645450960,109
1645450961,110
1645450962,113
1645450964,74
1645450964,3
1645450965,3
1645450966,3
1645450967,3
1645450968,3
1645450970,3
1645450970,3
1645450971,3
1645450972,3
1645450973,3
1645450974,3
1645450975,3
1645450976,104
1645450977,112
1645450978,114
1645450979,120
1645450980,113
1645450981,113
1645450982,112
1645450984,32
1645450985,3
1645450986,3
1645450987,3
1645450989,3
1645450989,3
1645450990,3
1645450992,3
1645450993,3
1645450993,3
1645450994,3
1645450995,3
1645450996,10
1645450997,123
1645450998,114
1645450999,107
1645451000,109
1645451001,108
1645451002,109
1645451004,6
1645451004,6
1645451005,3
1645451005,3
1645451007,3
1645451008,3
1645451008,3
1645451010,3
1645451011,3
1645451011,3
1645451012,3
1645451013,3
1645451014,3
1645451015,3
1645451016,105
1645451017,114
1645451018,114
1645451019,113
1645451020,114
1645451021,114
1645451022,114
1645451023,25
1645451024,3
1645451025,3
1645451026,3
1645451027,3
1645451028,3
1645451029,3
1645451030,3
1645451031,3
1645451032,3
1645451033,3
1645451034,3
1645451035,10
1645451036,126
1645451037,113
1645451038,109
1645451039,109
1645451040,109
1645451041,112
1645451042,110
1645451043,7
1645451044,3
1645451045,3
1645451046,3
1645451047,3
1645451048,3
1645451049,3
1645451050,3
1645451051,3
1645451052,3
1645451053,3
1645451055,3
1645451055,3
1645451056,111
1645451057,117
1645451058,114
1645451059,115
1645451060,114
1645451061,113
1645451062,112
1645451063,26
1645451064,3
1645451065,3
1645451066,3
1645451067,3
1645451068,3
1645451069,3
1645451070,3
1645451071,3
1645451072,3
1645451074,3
1645451074,3
1645451075,10
1645451076,128
1645451077,112
1645451079,108
1645451080,108
1645451081,112
1645451082,112
1645451082,111
1645451083,7
1645451084,3
1645451085,3
1645451086,3
1645451088,3
1645451089,3
1645451089,3
1645451090,3
1645451092,3
1645451092,3
1645451094,3
1645451095,3
1645451099,115
1645451099,115
1645451101,113
1645451101,113
1645451101,113
1645451101,113
1645451101,113
1645451105,3
1645451105,3
1645451105,3
1645451106,3
1645451106,3
1645451108,3
1645451109,3
1645451110,3
1645451111,3
1645451112,3
1645451113,3
1645451114,3
1645451114,3
1645451116,10
1645451117,133
1645451118,113
1645451119,112
1645451120,107
1645451121,107
1645451121,109
1645451123,109
1645451124,7
1645451125,3
1645451127,3
1645451127,3
1645451128,3
1645451129,3
1645451130,3
1645451131,3
1645451132,3
1645451133,3
1645451134,3
1645451135,3
1645451136,61
1645451137,137
1645451139,110
1645451139,110
1645451140,110
1645451141,116
1645451142,113
1645451144,4
1645451144,4
1645451145,3
1645451145,3
1645451146,3
1645451148,3
1645451149,3
1645451149,3
1645451150,3
1645451151,3
1645451153,3
1645451153,3
1645451155,3
1645451155,3
1645451156,142
1645451157,119
1645451158,113
1645451160,112
1645451160,112
1645451161,110
1645451163,108
1645451163,108
1645451164,3
1645451166,3
1645451166,3
1645451169,3
1645451169,3
1645451170,3
1645451172,3
1645451173,3
1645451173,3
1645451175,3
1645451175,3
1645451176,131
1645451176,131
1645451177,126
1645451178,114
1645451179,112
1645451181,112
1645451181,110
1645451182,111
1645451183,116
1645451184,3
1645451185,3
1645451186,3
1645451187,3
1645451188,3
1645451189,3
1645451190,3
1645451191,3
1645451192,3
1645451193,3
1645451194,3
1645451195,3
1645451197,94
1645451197,111
1645451198,106
1645451199,107
1645451200,109
1645451201,109
1645451202,109
1645451203,71
1645451205,3
1645451206,3
1645451207,3
1645451207,3
1645451208,3
1645451210,3
1645451210,3
1645451212,3
1645451212,3
1645451213,3
1645451214,3
1645451215,3
1645451216,104
1645451217,118
1645451218,112
1645451219,113
1645451220,115
1645451221,112
1645451222,112
1645451223,25
1645451224,3
1645451225,3
1645451226,3
1645451227,3
1645451228,3
1645451229,3
1645451230,3
1645451231,3
1645451232,3
1645451233,3
1645451234,3
1645451235,11
1645451236,130
1645451237,113
1645451238,108
1645451239,106
1645451240,108
1645451241,108
1645451242,113
1645451243,6
1645451244,3
1645451245,3
1645451246,3
1645451248,3
1645451249,3
1645451249,3
1645451251,3
1645451252,3
1645451253,3
1645451254,3
1645451255,3
1645451256,56
1645451257,130
1645451258,116
1645451259,111
1645451260,115
1645451261,112
1645451262,115
1645451263,110
1645451264,4
1645451265,3
1645451266,3
1645451267,3
1645451268,3
1645451269,3
1645451270,3
1645451271,3
1645451272,3
1645451273,3
1645451274,3
1645451275,3
1645451276,150
1645451277,124
1645451278,114
1645451279,113
1645451280,111
1645451281,109
1645451281,109
1645451282,109
1645451283,106
1645451284,4
1645451285,3
1645451288,3
1645451288,3
1645451288,3
1645451289,3
1645451290,3
1645451291,3
1645451292,3
1645451293,3
1645451294,3
1645451295,3
1645451296,139
1645451297,126
1645451298,115
1645451299,115
1645451300,109
1645451301,111
1645451302,107
1645451303,114
1645451304,3
1645451305,3
1645451306,3
1645451307,3
1645451308,3
1645451309,3
1645451310,3
1645451311,3
1645451312,3
1645451313,3
1645451314,3
1645451315,3
1645451317,98
1645451317,107
1645451318,107
1645451319,106
1645451320,109
1645451321,114
1645451322,109
1645451323,77
1645451324,3
1645451325,3
1645451326,3
1645451327,3
1645451328,3
1645451329,3
1645451330,3
1645451331,3
1645451332,3
1645451333,3
1645451334,3
1645451335,3
1645451336,92
1645451337,113
1645451338,115
1645451339,110
1645451340,108
1645451341,110
1645451342,111
1645451343,24
1645451344,3
1645451345,3
1645451346,3
1645451347,3
1645451348,3
1645451349,3
1645451350,3
1645451351,3
1645451352,3
1645451353,3
1645451354,3
1645451355,9
1645451356,131
1645451357,112
1645451358,110
1645451359,109
1645451360,109
1645451361,114
1645451362,109
1645451363,6
1645451365,3
1645451365,3
1645451366,3
1645451367,3
1645451368,3
1645451369,3
1645451370,3
1645451371,3
1645451372,3
1645451373,3
1645451374,3
1645451375,3
1645451377,128
1645451377,111
1645451378,112
1645451379,113
1645451380,114
1645451381,112
1645451382,113
1645451383,4
1645451384,3
1645451385,3
1645451386,3
1645451388,3
1645451388,3
1645451389,3
1645451390,3
1645451391,3
1645451392,3
1645451393,3
1645451394,3
1645451395,11
1645451396,123
1645451398,113
1645451399,111
1645451400,111
1645451401,105
1645451402,106
1645451402,110
1645451404,3
1645451405,3
1645451406,3
1645451407,3
1645451408,3
1645451409,3
1645451410,3
1645451411,3
1645451412,3
1645451413,3
1645451414,3
1645451415,3
1645451416,55
1645451417,129
1645451418,112
1645451418,112
1645451419,112
1645451420,112
1645451422,109
1645451422,109
1645451424,3
1645451424,3
1645451425,3
1645451426,3
1645451427,3
1645451428,3
1645451429,3
1645451430,3
1645451431,3
1645451432,3
1645451433,3
1645451434,3
1645451435,3
1645451436,144
1645451437,110
1645451438,109
1645451439,109
1645451440,111
1645451441,112
1645451442,107
1645451443,108
1645451444,3
1645451445,3
1645451446,3
1645451447,3
1645451448,3
1645451449,3
1645451450,3
1645451451,3
1645451452,3
1645451453,3
1645451454,3
1645451455,3
1645451456,150
1645451457,111
1645451458,111
1645451459,117
1645451460,111
1645451461,109
1645451462,112
1645451463,111
1645451464,3
1645451465,3
1645451466,3
1645451467,3
1645451468,3
1645451469,3
1645451470,3
1645451471,3
1645451472,3
1645451473,3
1645451474,3
1645451475,3
1645451476,91
1645451477,108
1645451478,111
1645451479,109
1645451480,109
1645451481,113
1645451484,79
1645451484,79
1645451484,3
1645451485,3
1645451486,3
1645451487,3
1645451488,3
1645451489,3
1645451490,3
1645451491,3
1645451492,3
1645451493,3
1645451494,3
1645451495,3
1645451496,98
1645451497,113
1645451498,112
1645451499,112
1645451500,112
1645451501,114
1645451502,110
1645451503,31
1645451504,3
1645451506,3
1645451506,3
1645451507,3
1645451508,3
1645451509,3
1645451510,3
1645451511,3
1645451512,3
1645451513,3
1645451514,3
1645451515,10
1645451516,131
1645451517,114
1645451518,115
1645451519,108
1645451520,108
1645451521,108
1645451522,110
1645451524,3
1645451524,6
1645451525,3
1645451526,3
1645451527,3
1645451528,3
1645451529,3
1645451530,3
1645451531,3
1645451533,3
1645451533,3
1645451534,3
1645451536,58
1645451536,132
1645451538,113
1645451539,111
1645451540,110
1645451541,112
1645451541,114
1645451543,112
1645451544,4
1645451545,3
1645451546,3
1645451547,3
1645451548,3
1645451549,3
1645451550,3
1645451551,3
1645451552,3
1645451553,3
1645451554,3
1645451555,3
1645451556,147
1645451556,147
1645451557,124
1645451558,113
1645451559,107
1645451560,108
1645451561,109
1645451562,107
1645451563,107
1645451564,3
1645451565,3
1645451567,3
1645451567,3
1645451568,3
1645451569,3
1645451570,3
1645451571,3
1645451572,3
1645451573,3
1645451574,3
1645451575,3
1645451576,124
1645451577,121
1645451579,114
1645451579,114
1645451580,110
1645451581,111
1645451582,110
1645451583,114
1645451584,3
1645451585,3
1645451586,3
1645451587,3
1645451588,3
1645451590,3
1645451590,3
1645451592,3
1645451592,3
1645451593,3
1645451594,3
1645451595,3
1645451596,105
1645451597,109
1645451598,105
1645451599,106
1645451600,110
1645451601,108
1645451602,110
1645451603,78
1645451604,3
1645451605,3
1645451606,3
1645451607,3
1645451608,3
1645451609,3
1645451610,3
1645451611,3
1645451612,3
1645451613,3
1645451614,3
1645451615,3
1645451617,101
1645451617,115
1645451618,115
1645451619,111
1645451620,115
1645451621,113
1645451622,111
1645451623,25
1645451624,3
1645451625,3
1645451627,3
1645451627,3
1645451628,3
1645451629,3
1645451630,3
1645451631,3
1645451632,3
1645451633,3
1645451634,3
1645451635,10
1645451636,129
1645451637,112
1645451638,107
1645451639,108
1645451641,108
1645451641,103
1645451642,111
1645451643,6
1645451644,3
1645451645,3
1645451647,3
1645451647,3
1645451649,3
1645451649,3
1645451650,3
1645451651,3
1645451652,3
1645451653,3
1645451655,3
1645451655,51
1645451656,130
1645451657,109
1645451658,109
1645451660,116
1645451660,111
1645451661,110
1645451662,112
1645451663,4
1645451665,3
1645451665,3
1645451667,3
1645451667,3
1645451668,3
1645451670,3
1645451670,3
1645451671,3
1645451673,3
1645451674,3
1645451675,3
1645451676,145
1645451676,124
1645451678,114
1645451678,108
1645451680,111
1645451681,111
1645451682,112
1645451683,106
1645451684,3
1645451685,3
1645451686,3
1645451687,3
1645451688,3
1645451689,3
1645451690,3
1645451691,3
1645451692,3
1645451693,3
1645451694,3
1645451697,128
1645451697,128
1645451699,110
1645451699,110
1645451699,110
1645451699,110
1645451700,108
1645451701,108
1645451702,110
1645451703,111
1645451704,3
1645451705,3
1645451706,3
1645451707,3
1645451708,3
1645451709,3
1645451710,3
1645451711,3
1645451712,3
1645451713,3
1645451714,3
1645451715,3
1645451716,92
1645451717,110
1645451718,109
1645451719,108
1645451720,110
1645451722,110
1645451722,112
1645451723,73
1645451724,3
1645451725,3
1645451726,3
1645451727,3
1645451728,3
1645451729,3
1645451730,3
1645451731,3
1645451732,3
1645451733,3
1645451734,3
1645451735,3
1645451736,96
1645451737,115
1645451738,113
1645451739,112
1645451740,107
1645451741,110
1645451742,111
1645451743,31
1645451744,3
1645451745,3
1645451746,3
1645451747,3
1645451748,3
1645451749,3
1645451750,3
1645451751,3
1645451752,3
1645451753,3
1645451754,3
1645451755,9
1645451756,132
1645451757,115
1645451758,107
1645451759,105
1645451760,109
1645451761,107
1645451762,110
1645451763,6
1645451764,3
1645451765,3
1645451766,3
1645451767,3
1645451768,3
1645451769,3
1645451770,3
1645451772,3
1645451773,3
1645451773,3
1645451774,3
1645451775,53
1645451776,139
1645451777,114
1645451778,110
1645451779,114
1645451781,112
1645451782,111
1645451782,114
1645451784,4
1645451784,3
1645451785,3
1645451786,3
1645451788,3
1645451788,3
1645451790,3
1645451790,3
1645451791,3
1645451792,3
1645451793,3
1645451794,3
1645451796,148
1645451797,121
1645451797,111
1645451798,107
1645451799,107
1645451800,107
1645451801,108
1645451803,108
1645451803,3
1645451805,3
1645451806,3
1645451807,3
1645451808,3
1645451809,3
1645451809,3
1645451811,3
1645451812,3
1645451812,3
1645451813,3
1645451815,3
1645451816,144
1645451817,121
1645451818,114
1645451819,112
1645451820,109
1645451821,113
1645451822,112
1645451823,114
1645451824,3
1645451825,3
1645451826,3
1645451827,3
1645451828,3
1645451829,3
1645451830,3
1645451831,3
1645451832,3
1645451833,3
1645451833,3
1645451835,3
1645451835,3
1645451836,95
1645451837,115
1645451838,104
1645451839,112
1645451840,112
1645451841,108
1645451842,110
1645451843,73
1645451844,3
1645451845,3
1645451846,3
1645451847,3
1645451848,3
1645451849,3
1645451850,3
1645451851,3
1645451852,3
1645451853,3
1645451854,3
1645451855,3
1645451856,110
1645451857,112
1645451858,112
1645451859,113
1645451860,110
1645451861,111
1645451862,107
1645451863,29
1645451864,3
1645451865,3
1645451867,3
1645451867,3
1645451868,3
1645451869,3
1645451871,3
1645451871,3
1645451872,3
1645451873,3
1645451875,3
1645451875,3
1645451876,92
1645451877,113
1645451878,110
1645451879,104
1645451880,109
1645451881,107
1645451882,108
1645451883,7
1645451884,3
1645451885,3
1645451886,3
1645451887,3
1645451888,3
1645451889,3
1645451890,3
1645451891,3
1645451892,3
1645451893,3
1645451894,3
1645451896,102
1645451896,3
1645451897,116
1645451898,109
1645451899,114
1645451900,114
1645451901,113
1645451902,108
1645451903,4
1645451904,3
1645451905,3
1645451907,3
1645451907,3
1645451908,3
1645451909,3
1645451910,3
1645451911,3
1645451912,3
1645451913,3
1645451914,3
1645451915,15
1645451916,124
1645451917,107
1645451918,113
1645451920,110
1645451920,108
1645451921,109
1645451922,112
1645451924,7
1645451925,3
1645451926,3
1645451927,3
1645451929,3
1645451935,3
1645451936,56
1645451936,56
1645451936,56
1645451936,56
1645451936,56
1645451936,56
1645451937,115
1645451937,140
1645451937,140
1645451938,110
1645451940,111
1645451941,112
1645451942,111
1645451943,112
1645451944,4
1645451945,3
1645451946,3
1645451947,3
1645451948,3
1645451949,3
1645451950,3
1645451951,3
1645451952,3
1645451953,3
1645451954,3
1645451955,3
1645451956,130
1645451957,126
1645451958,109
1645451959,114
1645451960,104
1645451961,107
1645451962,107
1645451963,107
1645451964,3
1645451965,3
1645451966,3
1645451967,3
1645451968,3
1645451969,3
1645451970,3
1645451970,3
1645451972,3
1645451972,3
1645451974,3
1645451974,3
1645451975,57
1645451976,139
1645451978,113
1645451978,110
1645451979,110
1645451980,112
1645451981,110
1645451982,113
1645451983,4
1645451984,3
1645451985,3
1645451987,3
1645451987,3
1645451989,3
1645451989,3
1645451991,3
1645451991,3
1645451992,3
1645451993,3
1645451994,3
1645451995,139
1645451996,123
1645451997,107
1645451998,114
1645451999,105
1645452000,106
1645452001,109
1645452002,108
1645452003,3
1645452004,3
1645452005,3
1645452007,3
1645452008,3
1645452009,3
1645452009,3
1645452011,3
1645452011,3
1645452013,3
1645452015,58
1645452015,3
1645452020,107
1645452020,107
1645452020,107
1645452020,107
1645452020,107
1645452021,110
1645452021,110
1645452024,4
1645452024,4
1645452025,3
1645452025,3
1645452026,3
1645452027,3
1645452028,3
1645452030,3
1645452031,3
1645452032,3
1645452032,3
1645452033,3
1645452034,3
1645452035,130
1645452036,122
1645452037,110
1645452038,109
1645452039,108
1645452040,105
1645452041,106
1645452042,109
1645452043,3
1645452044,3
1645452045,3
1645452047,3
1645452048,3
1645452048,3
1645452050,3
1645452051,3
1645452053,3
1645452053,3
1645452054,3
1645452055,3
1645452056,133
1645452057,121
1645452058,116
1645452059,110
1645452060,110
1645452061,113
1645452062,107
1645452063,113
1645452064,3
1645452065,3
1645452066,3
1645452067,3
1645452068,3
1645452069,3
1645452070,3
1645452071,3
1645452072,3
1645452073,3
1645452073,3
1645452074,3
1645452075,3
1645452076,92
1645452078,108
1645452079,108
1645452080,109
1645452080,109
1645452081,105
1645452082,113
1645452083,72
1645452084,3
1645452085,3
1645452086,3
1645452087,3
1645452088,3
1645452089,3
1645452091,3
1645452092,3
1645452092,3
1645452093,3
1645452094,3
1645452095,3
1645452096,108
1645452097,109
1645452098,112
1645452099,112
1645452100,109
1645452101,111
1645452102,110
1645452104,3
1645452104,30
1645452105,3
1645452106,3
1645452108,3
1645452108,3
1645452110,3
1645452111,3
1645452112,3
1645452113,3
1645452114,3
1645452115,3
1645452115,13
1645452116,126
1645452117,108
1645452118,110
1645452119,105
1645452120,110
1645452121,111
1645452122,110
1645452123,7
1645452124,3
1645452125,3
1645452126,3
1645452127,3
1645452128,3
1645452129,3
1645452130,3
1645452131,3
1645452132,3
1645452133,3
1645452134,3
1645452135,59
1645452136,137
1645452137,110
1645452138,109
1645452139,115
1645452140,108
1645452141,112
1645452142,114
1645452143,4
1645452144,3
1645452145,3
1645452146,3
1645452147,3
1645452148,3
1645452149,3
1645452150,3
1645452151,3
1645452152,3
1645452153,3
1645452155,3
1645452155,137
1645452157,107
1645452158,107
1645452158,113
1645452160,105
1645452161,108
1645452162,112
1645452162,109
1645452164,3
1645452165,3
1645452166,3
1645452166,3
1645452167,3
1645452169,3
1645452170,3
1645452171,3
1645452172,3
1645452173,3
1645452174,3
1645452175,3
1645452176,61
1645452176,121
1645452178,114
1645452178,107
1645452179,110
